지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
133,대전,2026-03-30 05:00,9.1,,,,.2,,0,,58,,6.7,1.2,1007.8,,1016.1,,,9,,9,,,9,9,Ac,34,3397,,,8.3,,10.7,11.7,12.7,12.8
133,대전,2026-03-30 06:00,9.1,,,,.8,,320,,60,,6.9,1.7,1008.1,,1016.4,,,9,,9,,,9,6,AcCi,34,2550,,,8.4,,10.6,11.6,12.5,12.6
133,대전,2026-03-30 07:00,9,,,,.7,,340,,61,,7,1.8,1008.1,,1016.4,,0,,.02,,,,10,3,ScAs,15,2482,,,8.6,,10.5,11.4,12.4,12.6
133,대전,2026-03-30 08:00,10.3,,,,.3,,0,,59,,7.4,2.6,1008.2,,1016.4,,0,,.27,,,,9,5,AcCi,31,2491,,,10.1,,10.7,11.4,12.2,12.4
133,대전,2026-03-30 09:00,11.8,,,,.2,,0,,50,,6.9,1.6,1008.5,,1016.7,,0,,.45,,,,10,4,AcCs,32,3129,,,11.7,,11.2,11.5,12.1,12.3
133,대전,2026-03-30 10:00,14.3,,,,.9,,320,,40,,6.5,.8,1008.1,,1016.2,,.1,,1.01,,,,10,4,AcCs,32,3262,,,14.8,,12,11.8,12,12.2
133,대전,2026-03-30 11:00,17,,,,1.6,,160,,35,,6.8,1.4,1007.3,,1015.3,,.6,,1.78,,,,10,6,AcCs,35,3071,,,18.2,,13.8,12.4,12,12.2
133,대전,2026-03-30 12:00,17.2,,,,.9,,140,,35,,6.8,1.5,1006.5,,1014.5,,0,,1.08,,,,10,9,AcCs,27,3141,,,17,,14.8,12.9,12,12.1
133,대전,2026-03-30 13:00,17.9,,,9,.4,,0,,36,,7.3,2.5,1006,,1014,,0,,.52,,,,10,8,AcCs,25,2981,,,16.9,,15,13.2,12.2,12.2
133,대전,2026-03-30 14:00,18.3,,,,.8,,110,,35,,7.3,2.5,1004.5,,1012.5,,0,,.54,,,,10,8,AsCs,23,3010,,,16.7,,15.1,13.4,12.4,12.2
133,대전,2026-03-30 15:00,18.7,,,9,0,,0,,35,,7.5,2.9,1003.5,,1011.4,,0,,.7,,,,10,4,ScAs,18,2783,,,17.2,,15.5,13.7,12.5,12.3
133,대전,2026-03-30 16:00,18.4,,,9,.1,,0,,37,,7.8,3.4,1002.9,,1010.8,,0,,.33,,,,10,7,ScAs,16,2314,,01,15.7,,15.5,13.8,12.7,12.4
133,대전,2026-03-30 17:00,17.2,,,9,2.1,,140,,51,,9.9,6.9,1003,,1011,,0,,.19,,,,10,3,ScAs,17,1396,,01,14.9,,15.2,13.9,12.8,12.5
133,대전,2026-03-30 18:00,15.1,,0,,2.1,,110,,69,,11.8,9.4,1002.9,,1010.9,,0,,.08,,,,10,4,ScAs,16,952,,1901,13.6,,14.7,13.7,12.9,12.5
133,대전,2026-03-30 19:00,13.1,,,9,2.1,,50,,85,,12.8,10.6,1002.3,,1010.4,,0,,.01,,,,10,7,ScAs,14,529,,1901,12.6,,14.2,13.5,13,12.6
133,대전,2026-03-30 20:00,12.3,,,9,1.5,,110,,91,,12.9,10.8,1001.8,,1009.9,,,9,,9,,,10,8,ScAs,12,351,,1901,12.1,,13.7,13.4,13,12.7
133,대전,2026-03-30 21:00,11.7,,3.9,,1.5,,360,,90,,12.4,10.1,1001.5,,1009.6,,,9,,9,,,10,9,StNs,7,526,,1901,11.7,,13.4,13.2,13,12.7
133,대전,2026-03-30 22:00,11.4,,,9,2.2,,20,,90,,12.1,9.8,1001.7,,1009.8,,,9,,9,,,10,9,StNs,7,456,,1901,11.3,,13,13,12.9,12.7
133,대전,2026-03-30 23:00,10.9,,,9,3.1,,50,,95,,12.4,10.1,1000.9,,1009.1,,,9,,9,,,10,9,StNs,8,260,,1901,10.9,,12.7,12.8,12.9,12.6
133,대전,2026-03-31 00:00,10.6,,7.4,,2.8,,20,,96,,12.2,9.9,999.1,,1007.2,,,9,,9,,,10,9,StNs,,218,,1901,10.7,,12.4,12.6,12.8,12.6
133,대전,2026-03-31 01:00,10.6,,,9,3.4,,320,,97,,12.4,10.1,997.8,,1005.9,,,9,,9,,,10,9,StNs,7,220,,1901,10.7,,12.1,12.5,12.7,12.6
133,대전,2026-03-31 02:00,10.5,,,9,2.7,,20,,97,,12.3,10,997.6,,1005.7,,,9,,9,,,10,7,StNs,7,173,,1901,10.5,,11.9,12.3,12.6,12.5
133,대전,2026-03-31 03:00,10.5,,12.7,,3.1,,20,,97,,12.3,10,997.9,,1006,,,9,,9,,,10,9,StNs,6,195,,1901,10.4,,11.8,12.1,12.5,12.5
133,대전,2026-03-31 04:00,10.5,,,9,3.3,,50,,97,,12.3,10,997.8,,1005.9,,,9,,9,,,10,8,StNs,6,332,,1901,10.3,,11.6,12,12.4,12.4
133,대전,2026-03-31 05:00,10.5,,,9,3.3,,320,,96,,12.1,9.8,998.3,,1006.4,,,9,,9,,,10,7,StNs,7,465,,1901,10.4,,11.5,11.9,12.3,12.3
133,대전,2026-03-31 06:00,10.4,,4.5,,3.8,,50,,95,,11.9,9.6,999.1,,1007.3,,,9,,9,,,7,7,Sc,8,726,,1901,10,,11.3,11.8,12.2,12.3
133,대전,2026-03-31 07:00,10.6,,,9,2.4,,20,,94,,11.9,9.6,1000.2,,1008.4,,0,,.04,,,,9,9,Sc,8,709,,19,10.4,,11.2,11.7,12.1,12.2
133,대전,2026-03-31 08:00,11.2,,,9,1.8,,20,,89,,11.8,9.4,1000.8,,1008.9,,0,,.31,,,,8,8,Sc,4,957,,1901,11.9,,11.4,11.7,12,12.1
133,대전,2026-03-31 09:00,12.4,,0,9,2.2,,340,,85,,12.2,9.9,1001.4,,1009.5,,0,,.69,,,,8,8,Sc,4,1207,,1901,14,,12,11.9,12,12.1
133,대전,2026-03-31 10:00,13.3,,,9,2.7,,320,,78,,11.9,9.5,1002.1,,1010.2,,.2,,1.03,,,,8,4,ScCi,10,1884,,,14.7,,12.9,12.2,12,12.1
133,대전,2026-03-31 11:00,15,,,9,2.4,,340,,66,,11.2,8.6,1002.1,,1010.1,,.6,,1.91,,,,7,7,Sc,7,2247,,,17.7,,14.5,12.7,12,12
133,대전,2026-03-31 12:00,16.6,,,9,3.1,,340,,61,,11.5,9,1002,,1010,,.5,,2.06,,,,7,7,Sc,8,4925,,,19.2,,15.7,13.2,12.2,12.1
133,대전,2026-03-31 13:00,17,,,9,2.9,,20,,56,,10.8,8.1,1002.4,,1010.4,,.3,,2.02,,,,7,7,Sc,9,5000,,,21,,16.7,13.7,12.4,12.2
133,대전,2026-03-31 14:00,16.7,,,9,2.2,,70,,54,,10.2,7.3,1002.5,,1010.5,,.2,,1.57,,,,9,9,Sc,10,5000,,,19,,17.3,14.2,12.6,12.3
133,대전,2026-03-31 15:00,17.9,,,9,.6,,360,,49,,10,7,1002.2,,1010.1,,.1,,1.38,,,,8,7,ScCi,14,5000,,,19.8,,17.5,14.7,13,12.5
133,대전,2026-03-31 16:00,18.5,,,9,1.8,,20,,47,,9.9,6.9,1002.1,,1010,,.3,,1.4,,,,7,6,ScCi,16,5000,,,18.6,,17.8,15,13.2,12.6
133,대전,2026-03-31 17:00,17.3,,,9,1.1,,70,,51,,10,7,1002.5,,1010.5,,.1,,.69,,,,7,5,ScCi,18,5000,,,16.8,,17.5,15.2,13.5,12.8
133,대전,2026-03-31 18:00,16.9,,,9,1.2,,20,,53,,10.2,7.2,1003.5,,1011.5,,0,,.33,,,,8,5,ScCi,19,5000,,,15.7,,16.9,15.2,13.7,13
133,대전,2026-03-31 19:00,15.6,,,9,1.8,,90,,60,,10.6,7.8,1003.7,,1011.7,,.2,,.11,,,,3,1,,17,5000,,,13.6,,16.1,14.9,13.9,13.2
133,대전,2026-03-31 20:00,14.8,,,9,2.5,,140,,65,,10.9,8.2,1004.5,,1012.6,,,9,,9,,,4,3,,17,4958,,,12.6,,15.2,14.7,13.9,13.3
133,대전,2026-03-31 21:00,14.2,,,9,2.1,,110,,67,,10.8,8.1,1004.8,,1012.9,,,9,,9,,,5,5,Sc,15,5000,,,11.9,,14.5,14.3,13.9,13.4
133,대전,2026-03-31 22:00,14,,,9,2.8,,140,,67,,10.6,7.9,1004.9,,1013,,,9,,9,,,7,3,,49,5000,,,11.5,,13.9,14,13.9,13.4
133,대전,2026-03-31 23:00,13.1,,,9,1.2,,110,,73,,10.9,8.3,1005,,1013.1,,,9,,9,,,8,0,,,5000,,,11.3,,13.4,13.7,13.8,13.4
133,대전,2026-04-01 00:00,13.1,,,9,2.8,,140,,71,,10.6,7.9,1005.2,,1013.3,,,9,,9,,,6,6,,,5000,,,11.1,,13,13.4,13.6,13.3
133,대전,2026-04-01 01:00,12.5,,,,1.3,,270,,79,,11.4,8.9,1005.7,,1013.8,,,9,,9,,,9,2,,17,5000,,,11,,12.7,13.2,13.5,13.3
133,대전,2026-04-01 02:00,12.3,,,,.3,,0,,79,,11.2,8.7,1005.6,,1013.7,,,9,,9,,,10,9,,10,5000,,,11.1,,12.5,13,13.4,13.2
133,대전,2026-04-01 03:00,12,,,,.8,,320,,81,,11.3,8.8,1005.4,,1013.6,,,9,,9,,,8,8,Sc,12,5000,,,11.1,,12.4,12.9,13.2,13.1
133,대전,2026-04-01 04:00,11.7,,,,1.4,,340,,82,,11.2,8.7,1005.4,,1013.6,,,9,,9,,,8,8,Sc,12,4989,,,11.2,,12.3,12.7,13.1,13.1
133,대전,2026-04-01 05:00,12,,,,0,,0,,81,,11.3,8.8,1005.4,,1013.6,,,9,,9,,,8,8,Sc,12,4847,,,11.3,,12.3,12.6,13,13
133,대전,2026-04-01 06:00,12,,,,1.1,,180,,84,,11.7,9.3,1005.6,,1013.8,,,9,,9,,,8,8,Sc,12,1934,,,11,,12.2,12.6,13,13
133,대전,2026-04-01 07:00,11.9,,,,.6,,230,,84,,11.6,9.2,1005.8,,1014,,0,,.05,,,,8,4,ScCi,12,806,,19,10.8,,12,12.5,12.9,12.9
133,대전,2026-04-01 08:00,13,,,,1.4,,180,,78,,11.6,9.2,1005.9,,1014,,0,,.42,,,,8,5,ScCi,10,949,,19,12.4,,12.3,12.5,12.8,12.8
133,대전,2026-04-01 09:00,13.6,,,,1.7,,200,,71,,11,8.4,1005.8,,1013.9,,0,,.67,,,,9,9,Sc,15,1515,,19,14.2,,12.8,12.6,12.7,12.8
133,대전,2026-04-01 10:00,14.6,,,,1.2,,180,,66,,10.9,8.3,1005.6,,1013.7,,0,,.97,,,,9,5,ScCi,11,1737,,,15.7,,13.6,12.9,12.7,12.7
133,대전,2026-04-01 11:00,15.6,,,,1.8,,180,,61,,10.7,8,1005.6,,1013.6,,.2,,1.53,,,,9,5,ScCi,15,2064,,,18.1,,14.7,13.4,12.7,12.7
133,대전,2026-04-01 12:00,16.2,,,,1.9,,180,,57,,10.4,7.6,1005.6,,1013.6,,0,,1.48,,,,9,3,ScCi,15,2829,,,19.3,,15.7,13.9,12.8,12.7
133,대전,2026-04-01 13:00,16.3,,,,2.3,,200,,57,,10.5,7.7,1005,,1013,,0,,1.12,,,,9,6,ScCi,15,2734,,,18,,16.2,14.2,13,12.8
133,대전,2026-04-01 14:00,16.8,,,,2.1,,200,,54,,10.3,7.4,1004.4,,1012.4,,0,,1.2,,,,9,3,ScCi,15,2991,,,18.9,,16.4,14.5,13.2,12.9
133,대전,2026-04-01 15:00,17,,,,1.7,,270,,53,,10.2,7.3,1003.6,,1011.6,,0,,1.09,,,,9,2,ScCi,15,3570,,,17.9,,16.6,14.7,13.4,13
133,대전,2026-04-01 16:00,16,,,,2.4,,200,,54,,9.7,6.6,1003.3,,1011.3,,0,,.83,,,,9,3,ScCi,10,3238,,,17.3,,16.7,14.9,13.5,13.1
133,대전,2026-04-01 17:00,15.1,,,,4,,320,,63,,10.7,8,1003.4,,1011.4,,0,,.32,,,,9,5,ScCi,11,1914,,,15.3,,16.2,14.9,13.7,13.2
133,대전,2026-04-01 18:00,14.4,,,,3.7,,320,,58,,9.5,6.2,1003.8,,1011.9,,0,,.26,,,,9,6,ScCi,11,2001,,,14.3,,15.7,14.8,13.8,13.3
133,대전,2026-04-01 19:00,13.5,,,,1.7,,320,,37,,5.7,-.9,1004.2,,1012.3,,0,,.08,,,,7,5,,23,4945,,,12.9,,15,14.5,13.9,13.4
133,대전,2026-04-01 20:00,12.7,,,,1.4,,320,,35,,5.2,-2.3,1004.8,,1012.9,,,9,,9,,,6,6,,23,5000,,,11.2,,14.4,14.2,13.9,13.5
133,대전,2026-04-01 21:00,12,,,,.6,,270,,35,,4.9,-3,1005.4,,1013.6,,,9,,9,,,6,0,Cs,,5000,,,10.1,,13.5,13.8,13.9,13.5
133,대전,2026-04-01 22:00,10.7,,,,.5,,270,,46,,5.9,-.4,1005.8,,1014,,,9,,9,,,4,4,,68,5000,,,9.3,,12.7,13.4,13.8,13.5
133,대전,2026-04-01 23:00,9.5,,,,.5,,270,,51,,6.1,-.1,1006.3,,1014.5,,,9,,9,,,4,4,,72,5000,,,8.5,,12,12.9,13.5,13.4
133,대전,2026-04-02 00:00,8.8,,,,.2,,0,,53,,6,-.2,1006.3,,1014.6,,,9,,9,,,4,0,Cs,,4860,,,7.8,,11.3,12.5,13.4,13.3
133,대전,2026-04-02 01:00,8.4,,,,1.9,,230,,54,,6,-.3,1006.2,,1014.5,,,9,,9,,,0,0,,,3741,,,7.3,,10.8,12.1,13.2,13.2
133,대전,2026-04-02 02:00,7.5,,,,2,,230,,60,,6.2,.2,1006.1,,1014.4,,,9,,9,,,0,0,,,2954,,,6.7,,10.2,11.7,13,13.1
133,대전,2026-04-02 03:00,6.2,,,,1,,270,,69,,6.5,.9,1006.2,,1014.5,,,9,,9,,,4,0,Cs,,3078,,,6.3,,9.7,11.4,12.8,13
133,대전,2026-04-02 04:00,5.4,,,,.1,,0,,75,,6.7,1.3,1006.4,,1014.8,,,9,,9,,,3,0,Cs,,2409,,,5.8,,9.2,11,12.6,12.8
133,대전,2026-04-02 05:00,5.3,,,,.2,,0,,75,,6.7,1.2,1006.6,,1015,,,9,,9,,,2,0,Cs,,1546,,,5.5,,8.8,10.7,12.3,12.7
133,대전,2026-04-02 06:00,4.9,,,,1.7,,230,,81,,7,1.9,1007.2,,1015.6,,,9,,9,,,0,0,,,1110,,,5.1,,8.4,10.3,12.1,12.5
133,대전,2026-04-02 07:00,5,,,,1,,230,,80,,7,1.8,1007.9,,1016.3,,.2,,.07,,,,0,0,,,1093,,19,5.4,,8.2,10.1,11.9,12.4
133,대전,2026-04-02 08:00,8.1,,,,3.5,,200,,72,,7.7,3.3,1008.5,,1016.8,,1,,.62,,,,0,0,,,930,,4019,7.4,,8.7,10.3,11.7,12.2
133,대전,2026-04-02 09:00,10.4,,,,2.2,,200,,60,,7.5,2.9,1008.8,,1017,,1,,1.39,,,,0,0,,,1143,,40,9.5,,9.8,10.5,11.5,12.1
133,대전,2026-04-02 10:00,12,,,,3.5,,200,,51,,7.1,2.1,1008.8,,1017,,1,,2.13,,,,0,0,,,1450,,,11.9,,11.6,11,11.4,12
133,대전,2026-04-02 11:00,14,,,,2.6,,200,,44,,7,1.9,1009.2,,1017.3,,1,,2.7,,,,0,0,,,1583,,,15,,13.4,11.6,11.4,11.9
133,대전,2026-04-02 12:00,16,,,,1.8,,270,,35,,6.3,.5,1008.2,,1016.3,,1,,3.11,,,,0,0,,,1966,,,18.6,,15.3,12.3,11.5,11.9
133,대전,2026-04-02 13:00,17.8,,,,3,,320,,32,,6.5,.8,1007.4,,1015.4,,1,,3.3,,,,0,0,,,2270,,,21.7,,17.2,13.3,11.8,11.9
133,대전,2026-04-02 14:00,18.4,,,,2.9,,320,,28,,5.9,-.4,1006.4,,1014.4,,1,,3.13,,,,1,1,Sc,15,2866,,,23.2,,18.5,14.2,12.1,12
133,대전,2026-04-02 15:00,18.7,,,,3.5,,230,,34,,7.3,2.4,1006.1,,1014.1,,1,,2.8,,,,0,0,,,1909,,,22.7,,19.2,14.9,12.6,12.3
133,대전,2026-04-02 16:00,17.8,,,,3.1,,200,,39,,7.9,3.6,1005.6,,1013.6,,1,,2.16,,,,0,0,,,1562,,,19.3,,19.2,15.4,13.1,12.5
133,대전,2026-04-02 17:00,17.5,,,,3,,200,,37,,7.4,2.6,1005.7,,1013.7,,1,,1.54,,,,0,0,,,2066,,,16.9,,18.8,15.6,13.5,12.8
133,대전,2026-04-02 18:00,16,,,,3.4,,200,,39,,7.1,2,1006.7,,1014.7,,1,,.81,,,,0,0,,,2431,,,14.6,,17.6,15.6,13.8,13.1
133,대전,2026-04-02 19:00,14.5,,,,1.9,,250,,42,,6.9,1.7,1007.2,,1015.3,,.4,,.14,,,,0,0,,,2285,,,12.5,,16.3,15.2,14.1,13.3
133,대전,2026-04-02 20:00,12.5,,,,2.2,,230,,49,,7.1,2,1008.4,,1016.6,,,9,,9,,,0,0,,,1945,,,11.1,,15.1,14.7,14.1,13.4
133,대전,2026-04-02 21:00,11.2,,,,3,,200,,49,,6.5,.8,1009.5,,1017.7,,,9,,9,,,0,0,,,1359,,,9.9,,14,14.2,14.1,13.5
133,대전,2026-04-02 22:00,10.4,,,,3.3,,200,,55,,6.9,1.7,1009.9,,1018.1,,,9,,9,,,0,0,,,1177,,,9.1,,13.1,13.7,14,13.5
133,대전,2026-04-02 23:00,9.5,,,,2.4,,200,,62,,7.3,2.5,1009.8,,1018.1,,,9,,9,,,0,0,,,889,,40,8.7,,12.3,13.2,13.8,13.5
133,대전,2026-04-03 00:00,9,,,,.6,,180,,68,,7.7,3.3,1010,,1018.3,,,9,,9,,,0,0,,,779,,40,8.3,,11.7,12.7,13.6,13.4
133,대전,2026-04-03 01:00,8.5,,,,1,,200,,74,,8.2,4.1,1009.9,,1018.2,,,9,,9,,,4,0,,,575,,40,8.1,,11.2,12.4,13.3,13.3
133,대전,2026-04-03 02:00,8.1,,,,.3,,0,,76,,8.2,4.1,1010.1,,1018.4,,,9,,9,,,4,2,,45,535,,4019,7.7,,10.7,12,13.2,13.2
133,대전,2026-04-03 03:00,7.8,,,,.5,,250,,80,,8.4,4.5,1009.9,,1018.2,,,9,,9,,,4,0,Ci,,452,,19,7.6,,10.3,11.7,12.9,13.1
133,대전,2026-04-03 04:00,7.2,,,,.5,,230,,88,,8.9,5.3,1009.8,,1018.1,,,9,,9,,,6,0,Ci,,288,,19,7.5,,10.1,11.4,12.7,13
133,대전,2026-04-03 05:00,6.5,,,,.3,,0,,91,,8.8,5.1,1009.2,,1017.6,,,9,,9,,,0,0,,,228,,19,7,,9.7,11.2,12.5,12.8
133,대전,2026-04-03 06:00,6.2,,,,.6,,290,,90,,8.5,4.6,1009.3,,1017.7,,,9,,9,,,2,0,Ci,,249,,19,6.7,,9.4,10.9,12.3,12.7
133,대전,2026-04-03 07:00,6.3,,,,.6,,290,,88,,8.4,4.4,1009,,1017.4,,,9,,9,,,5,0,Ci,,295,,19,7.1,,9.2,10.7,12.2,12.6
133,대전,2026-04-03 08:00,8,,,,.1,,0,,82,,8.8,5.1,1009.1,,1017.4,,,9,,9,,,6,0,Ci,,340,,19,8.8,,9.5,10.7,12,12.4
133,대전,2026-04-03 09:00,10.2,,,,.4,,0,,72,,8.9,5.3,1008.8,,1017,,,9,,9,,,6,0,Ci,,429,,4019,10.7,,10.5,11,11.8,12.3
133,대전,2026-04-03 10:00,13,,,,.8,,160,,58,,8.7,4.9,1008.8,,1017,,,9,,9,,,6,0,Ci,,320,,40,13.9,,12,11.4,11.8,12.2
133,대전,2026-04-03 11:00,17.4,,,,.8,,140,,46,,9.1,5.6,1008,,1016,,,9,,9,,,5,0,Ci,,961,,40,16.8,,14,12.1,11.8,12.2
133,대전,2026-04-03 12:00,19.8,,,,1.3,,230,,42,,9.7,6.5,1006.8,,1014.7,,.8,9,2.29,9,,,6,0,Ci,,1061,,40,20.3,,16.1,13,11.9,12.2
133,대전,2026-04-03 13:00,21.2,,,,1.5,,250,,37,,9.3,5.9,1005.5,,1013.4,,.9,,2.75,,,,8,0,Ci,,1573,,,22.3,,17.9,14,12.2,12.2
133,대전,2026-04-03 14:00,21.5,,,,1.5,,230,,31,,7.9,3.6,1004.3,,1012.2,,.3,,1.88,,,,8,0,Cs,,2246,,,22.1,,18.6,14.7,12.6,12.4
133,대전,2026-04-03 15:00,22.1,,,,2.5,,200,,31,,8.2,4.1,1003.3,,1011.1,,.7,,2.06,,,,7,0,Ci,,2196,,,23.1,,19.2,15.4,13,12.6
133,대전,2026-04-03 16:00,21.3,,,,2.7,,200,,32,,8.1,3.9,1002.7,,1010.5,,.7,,1.6,,,,9,0,Ci,,2004,,,20.6,,19.4,15.9,13.4,12.9
133,대전,2026-04-03 17:00,21.1,,,,.8,,250,,34,,8.5,4.6,1002.2,,1010,,0,,.76,,,,9,0,Ci,,1859,,,19,,19,16,13.8,13.2
133,대전,2026-04-03 18:00,20,,,,1.3,,290,,37,,8.6,4.8,1001.8,,1009.7,,0,,.33,,,,9,0,Ci,,1899,,,17,,18.3,16,14.1,13.4
133,대전,2026-04-03 19:00,19,,,,1.6,,230,,41,,9,5.4,1001.7,,1009.6,,0,,.05,,,,10,8,,43,1687,,,15.5,,17.5,15.8,14.3,13.5
133,대전,2026-04-03 20:00,17.7,,,,1.6,,230,,42,,8.5,4.6,1001.8,,1009.7,,,9,,9,,,10,10,,40,1691,,,14.5,,16.7,15.6,14.4,13.7
133,대전,2026-04-03 21:00,17,,,,1.6,,230,,43,,8.3,4.3,1002.4,,1010.4,,,9,,9,,,10,10,As,30,1540,,,13.8,,16,15.3,14.5,13.8
133,대전,2026-04-03 22:00,15,,0,,2.6,,200,,59,,10,7,1002.7,,1010.7,,,9,,9,,,10,10,As,24,1953,,01,13.2,,15.3,14.9,14.4,13.9
133,대전,2026-04-03 23:00,15.5,,0,,1.4,,250,,43,,7.5,2.9,1001.6,,1009.6,,,9,,9,,,10,10,As,21,5000,,01,12.7,,14.8,14.6,14.3,13.9
133,대전,2026-04-04 00:00,13.4,,0,,3.8,,180,,64,,9.8,6.7,1001.2,,1009.3,,,9,,9,,,10,10,As,19,1792,,01,12.3,,14.2,14.3,14.2,13.9
133,대전,2026-04-04 01:00,12.2,,.4,,3,,160,,73,,10.3,7.4,1000.2,,1008.3,,,9,,9,,,10,6,ScAs,13,917,,1901,11.9,,13.8,14,14.1,13.9
133,대전,2026-04-04 02:00,10.1,,2.7,,2.1,,140,,93,,11.5,9,999.1,,1007.3,,,9,,9,,,10,4,StNs,14,239,,1901,11.4,,13.4,13.7,14,13.8
133,대전,2026-04-04 03:00,9.9,,4.8,,1.2,,20,,96,,11.6,9.2,997.6,,1005.8,,,9,,9,,,10,5,StNs,10,292,,1901,11,,13,13.5,13.9,13.8
133,대전,2026-04-04 04:00,9.6,,6.1,,.6,,360,,97,,11.6,9.1,996.1,,1004.3,,,9,,9,,,10,7,StNs,2,158,,1901,10.5,,12.7,13.2,13.7,13.7
133,대전,2026-04-04 05:00,9.7,,4.9,,1,,20,,97,,11.6,9.2,994.7,,1002.8,,,9,,9,,,10,5,StNs,2,231,,1901,10.5,,12.3,12.9,13.5,13.6
133,대전,2026-04-04 06:00,9.8,,3.3,,1.2,,340,,98,,11.8,9.4,993.5,,1001.6,,,9,,9,,,10,4,StNs,3,167,,1901,10.5,,12.1,12.6,13.4,13.5
133,대전,2026-04-04 07:00,10,,4.2,,.7,,70,,98,,11.9,9.6,992.2,,1000.3,,0,,0,,,,10,8,StNs,3,351,,1901,10.5,,11.9,12.5,13.3,13.4
133,대전,2026-04-04 08:00,10.4,,5,,.8,,50,,97,,12.2,9.9,992,,1000.1,,0,,.05,,,,10,2,StNs,5,371,,1901,10.7,,11.8,12.3,13.1,13.3
133,대전,2026-04-04 09:00,11.1,,2.3,,.5,,50,,96,,12.6,10.4,991.4,,999.5,,0,,.25,,,,10,3,StNs,5,798,,1901,12.2,,11.8,12.3,12.9,13.2
133,대전,2026-04-04 10:00,12.7,,.1,,.8,,20,,89,,13,10.9,990.9,,998.9,,0,,.9,,,,10,6,ScNs,6,3117,,1901,15,,12.5,12.4,12.8,13.1
133,대전,2026-04-04 11:00,13.9,,0,9,2.7,,320,,86,,13.6,11.5,990.8,,998.8,,0,,1.27,,,,10,5,ScAs,3,3969,,01,16.5,,13.7,12.8,12.8,13
133,대전,2026-04-04 12:00,13.2,,0,,3.3,,340,,89,,13.5,11.4,991.6,,999.6,,0,,.76,,,,10,5,ScAs,4,3127,,01,15.9,,14.1,13.1,12.8,13
133,대전,2026-04-04 13:00,15.5,,,9,2.6,,360,,74,,12.9,10.8,991.5,,999.4,,.3,,1.88,,,,8,4,ScAs,5,5000,,,19.5,,15.4,13.6,12.9,13
133,대전,2026-04-04 14:00,16.8,,,9,2.9,,340,,70,,13.3,11.2,991.3,,999.2,,.1,,1.75,,,,9,6,ScAs,7,5000,,,19.9,,16.6,14.2,13.1,13
133,대전,2026-04-04 15:00,15.6,,,9,2.9,,320,,74,,13,10.9,991.7,,999.6,,0,,.37,,,,10,9,ScAs,9,5000,,,16.8,,16.5,14.4,13.3,13.1
133,대전,2026-04-04 16:00,16,,,9,4.3,,320,,69,,12.5,10.3,992.4,,1000.3,,.2,,1.11,,,,10,9,ScAs,11,4173,,,17.2,,16.6,14.7,13.5,13.2
133,대전,2026-04-04 17:00,15.1,,,9,3.9,,320,,73,,12.4,10.2,993,,1001,,0,,.22,,,,9,9,Sc,8,2582,,,15.2,,16.2,14.7,13.8,13.4
133,대전,2026-04-04 18:00,14.9,,,9,3.1,,320,,70,,11.8,9.4,993.6,,1001.6,,.1,,.31,,,,7,7,Sc,10,2625,,,14.8,,15.8,14.7,13.9,13.5
133,대전,2026-04-04 19:00,13.7,,,9,2.8,,320,,75,,11.7,9.3,994.2,,1002.2,,.3,,.18,,,,2,2,,9,1838,,,13.6,,15.3,14.6,14,13.6
133,대전,2026-04-04 20:00,11.9,,,9,3.2,,230,,78,,10.8,8.1,995.5,,1003.6,,,9,,9,,,2,2,,8,2050,,,12.4,,14.7,14.3,14,13.7
133,대전,2026-04-04 21:00,10.4,,,9,3.5,,230,,83,,10.4,7.6,997.4,,1005.5,,,9,,9,,,9,9,Sc,9,2359,,,11.4,,14,14,14,13.7
133,대전,2026-04-04 22:00,9,,,9,2.5,,230,,85,,9.7,6.6,999.2,,1007.4,,,9,,9,,,9,9,,3,1357,,,11.1,,13.4,13.7,13.9,13.7
133,대전,2026-04-04 23:00,7.8,,,9,2.5,,200,,83,,8.7,5,1000.5,,1008.7,,,9,,9,,,9,9,,4,1527,,,10.3,,12.9,13.4,13.8,13.7
133,대전,2026-04-05 00:00,7.4,,,9,2.5,,230,,84,,8.6,4.8,1001.3,,1009.6,,,9,,9,,,9,9,,,1269,,,9.7,,12.4,13.1,13.7,13.7
133,대전,2026-04-05 01:00,7.3,,,,2.9,,250,,82,,8.4,4.4,1001.6,,1009.9,,,9,,9,,,9,9,,4,1667,,,9,,11.9,12.8,13.6,13.6
133,대전,2026-04-05 02:00,7.1,,,,.9,,250,,78,,7.8,3.5,1001.6,,1009.9,,,9,,9,,,9,6,,6,1891,,,8.4,,11.5,12.5,13.4,13.5
